Date;Projet;Description;Temps (en heure);Tâche (pas obligatoire)
2019-01-25;DeclarVins;Mise a jour taux douane;1;TMA
2019-01-25;DeclarVins;Libelles personnalises;1,5;TMA
2019-01-25;DeclarVins;Assistance / Demandes;1,5;TMA
2019-01-25;CIVA;Mise a jour taux douane;1;TMA
2019-01-25;BIVC;Mise a jour taux douane;1;TMA
2019-01-25;BIVC;Mis a jour des taux douanes;0,5;TMA
2019-01-24;VINSI;reunion Fanny InteVINSI;1,5;TMA
2019-01-24;NathanMode;Bug coupe / facture;3;GRATIS
2019-01-24;CIVA;Message DS Negoce;0,5;TMA
2019-01-24;Aurouze;prix total factures dans listing facture et fond de contrat;5,5;TMA
2019-01-24;24eme;Voeux;;
2019-01-23;VINSI;drm modification;1;TMA
2019-01-23;VINSI;bi dss;0,5;TMA
2019-01-23;CNIV;Réunion EDI douanes nationales;3;TMA
2019-01-23;24eme;Voeux;;
2019-01-23;24eme;Réunion douanes;3,5;CIEL
2019-01-22;VINSI;bi ds qui bouge;1,5;TMA
2019-01-22;VINSI;array array dans sv11;2,5;TMA
2019-01-22;IVSO;NextCloud;7;NextCloud
2019-01-22;IVBD;contrat a changer ;0,5;TMA
2019-01-22;24eme;Voeux;;
2019-01-21;VINSI;EDI Colonne id douane;1,5;TMA
2019-01-21;IVSO;EDI Colonne id douane;1,5;TMA
2019-01-21;IVBD;EDI Colonne id douane;1,5;TMA
2019-01-21;IVBD;debug metabase;1,5;TMA
2019-01-21;DeclarVins;Assistance / Demandes;1,5;TMA
2019-01-21;24eme;Voeux;;
2019-01-18;ODGProvence;Adapation pour Facturation;7;TMA
2019-01-18;DeclarVins;Assistance / Demandes Contrat interpro.;3;TMA
2019-01-18;24eme;Voeux;;
2019-01-17;ODGRhone;mis à jour des SV11;1;TMA
2019-01-17;ODGProvence;Adapation pour Facturation;6;Facturation
2019-01-17;DeclarVins;Gestion instance prod / preprod;3;TMA
2019-01-17;DeclarVins;EDI Colonne id douane;4;TMA
2019-01-16;VINSI;Assistance / Demandes Contrat Facture;1,5;TMA
2019-01-16;ODGRhone;Redirection service après création de compte;2;TMA
2019-01-16;ODGRhone;debug pour la tache de rapatriement des SV11 avec la date;0,5;TMA
2019-01-16;ODGProvence;Adapation pour Facturation;6;Facturation
2019-01-16;IR;Optimisations DAE gros volumes;4;DAE
2019-01-16;BIVC;Assistance / Demandes Catalogue produit;1,5;TMA
2019-01-15;VINSI;retransmission DRM;1,5;TMA
2019-01-15;ODGProvence;Adapation pour Facturation;4;Facturation
2019-01-15;CIVA;Convention CIEL;5,5;TMA
2019-01-15;Aurouze;Assistance / Demandes;1,5;TMA
2019-01-14;VINSI;retransmission des DRM et debug;5,5;TMA
2019-01-14;IVSO;Assistance / Demandes Comptes;1;TMA
2019-01-14;Aurouze;Assistance / Demandes;0,5;TMA
2019-01-14;24eme;Accueil Gabriel;;
2019-01-11;VINSI;Debug DRM et retransmission;3,5;TMA
2019-01-11;24eme;TM;3,5;TM
2019-01-11;24eme;Tactical + vœux;;
2019-01-10;VINSI;Creation bouton de retransmission de DRM;2,5;TMA
2019-01-10;VINSI;Assistance / Demandes DRM;1;TMA
2019-01-10;IVSO;Creation bouton de retransmission de DRM;1;TMA
2019-01-10;IVSO;Assistance / Demandes DRM;1;TMA
2019-01-10;IVBD;Creation bouton de retransmission de DRM;2,5;TMA
2019-01-10;DeclarVins;Stock Negoce;1;TMA
2019-01-10;DeclarVins;Assistance / Demandes;2;TMA
2019-01-10;CIVA;Assistance / Demandes Comptes DRM;1;TMA
2019-01-10;Aurouze;Assistance / Demandes;1,5;TMA
2019-01-09;VINSI;Assistance / Demandes Catalogue produit;0,5;TMA
2019-01-09;IVBD;Assistance / Demandes Contrat interpro.;0,5;TMA
2019-01-09;DeclarVins;Evolution btn reouverture;1;TMA
2019-01-09;DeclarVins;Assistance / Demandes;3;TMA
2019-01-09;BIVC;Assistance / Demandes DRM RNA;1;TMA
2019-01-09;Aurouze;Assistance / Demandes;1,5;TMA
2019-01-08;ODGRhone;Assistance / Demandes DR;1;TMA
2019-01-08;IR;DAE CSV;1,5;DAE
2019-01-08;DeclarVins;Stock Negoce;1;TMA
2019-01-08;BIVC;Probleme mot de passe;1;TMA
2019-01-08;BIVC;EDI logiciel tiers;2;TMA
2019-01-08;BIVC;Assistance / Demandes DRM;1;TMA
2019-01-07;DeclarVins;EDI IVSE;2;TMA
2019-01-07;DeclarVins;Assistance / Demandes;2;TMA
2019-01-04;24eme;Vacances;7;
2019-01-03;24eme;Vacances;7;
2019-01-02;24eme;Vacances;7;
2019-01-01;24eme;Vacances;7;
2018-12-31;VINSI;Corrections DRM;3,5;TMA
2018-12-31;PSA;Dev;2;TMA
2018-12-31;ODGRhone;TMA Direction technique;3,5;TMA DT
2018-12-31;IVSO;TMA Direction technique;3,5;TMA DT
2018-12-31;IVSO;Corrections DRM;2;TMA
2018-12-31;IVBD;TMA Direction technique;3,5;TMA DT
2018-12-31;IVBD;Problème de Facturation;2;TMA
2018-12-31;Eurocontrol;Dév DT;14;Scripts et Support
2018-12-31;Eurocontrol;Dév;14;Scripts et Support
2018-12-31;Eurocontrol;Brainstorming préparation et restitution DT;10,5;Formation et Brainstorming
2018-12-31;Eurocontrol;Brainstorming Facilitateur;7;Formation et Brainstorming
2018-12-31;Eurocontrol;Brainstorming;7;Formation et Brainstorming
2018-12-31;DeclarVins;Correction DRM;2;TMA
2018-12-31;CNIV;Statuts maintenance CIEL;3,5;TMA
2018-12-31;CNIV;Dont migration IPSec;7;TMA
2018-12-31;CIVA;TMA Direction technique;3,5;TMA DT
2018-12-31;CIVA;DR, DRM, Export DB2, EDI;38,5;TMA
2018-12-31;BIVC;Correction import EDI;2;TMA
2018-12-31;AVA;Correction VCI DRev et Registre;7;VCI
2018-12-31;AVA;Corrections diverses et dégustations;3,5;TMA
2018-12-31;Aurouze;Correction bug du 31 décembre et migration serveur;3,5;TMA
2018-12-28;24eme;Temps / NDF / …;7;
2018-12-28;24eme;temps;2;interne
2018-12-27;IVBD;modification email;1;TMA
2018-12-27;DeclarVins;Etat des lieux DRM Dematerialisee;7;TMA
2018-12-27;Aurouze;banque et paiement;2;TMA
2018-12-26;IR;Import DAE;1;DAE
2018-12-26;DeclarVins;Libelles Fiscaux;4;TMA
2018-12-26;DeclarVins;Assistance / Demandes;2;TMA
2018-12-21;VINSI;Editeurs / automatisation catalogue mouvement;1;TMA
2018-12-21;VINSI;Creation portail de test pour EDI et debug EDI;2;TMA
2018-12-21;IVSO;Editeurs / automatisation catalogue mouvement;2;TMA
2018-12-21;IVSO;Creation portail de test pour EDI et debug EDI;3,5;TMA
2018-12-21;IVBD;Editeurs / automatisation catalogue mouvement;2;TMA
2018-12-21;DeclarVins;Editeurs / automatisation catalogue mouvement;2;TMA
2018-12-21;CIVA;Editeurs / automatisation catalogue mouvement;1;TMA
2018-12-20;VINSI;Editeurs / automatisation catalogue produit;1;TMA
2018-12-20;VINSI;Creation portail de test pour EDI et debug EDI;2;TMA
2018-12-20;ODGProvence;Debug region et export SV11 SV12 et DR;2;Lot 3
2018-12-20;IVSO;Editeurs / automatisation catalogue produit;2;TMA
2018-12-20;IVBD;Editeurs / automatisation catalogue produit;2;TMA
2018-12-20;IVBD;Creation portail de test pour EDI et debug EDI;3,5;TMA
2018-12-20;DeclarVins;Editeurs / automatisation catalogue produit;2;TMA
2018-12-20;CIVA;Editeurs / automatisation catalogue produit;1;TMA
2018-12-19;Pythagore;Formation MongoDB;7;Forfait
2018-12-19;ODGProvence;Region editable et faut dans erreur 500;2,5;Lot 3
2018-12-19;IVSO;modif compte et popup warning alcool;2,5;TMA
2018-12-18;VINSI;debug DRM;1,5;TMA
2018-12-18;Pythagore;Formation MongoDB;7;Forfait
2018-12-18;IVSO;erreur Facturation;1;TMA
2018-12-18;CIVA; gestion de drm;1;TMA
2018-12-17;VINSI;debug DRM;1,5;TMA
2018-12-17;Pythagore;Formation MongoDB;7;Forfait
2018-12-17;IVBD;Creation produits VCI;1;TMA
2018-12-17;Aurouze;debug;2;TMA
2018-12-14;ODGRhone;maj DRs;1,5;TMA
2018-12-14;IVSO;transmission DRM;1,5;TMA
2018-12-14;IVBD;PDF contrat;2,5;TMA
2018-12-14;IR;Bug import DAE;3;DAE
2018-12-14;DeclarVins;EDI Vrac sans Contrat IR;4;TMA
2018-12-13;VINSI;debug DRM;1;TMA
2018-12-13;IVSO;arbre produit cahors et pdf;4,5;TMA
2018-12-13;IVBD;Indexation donnees / intervention catalogue produit;2,5;TMA
2018-12-13;Aurouze;Creation technicien mobile + Migration Serveur;2;TMA
2018-12-13;24eme;Slides Mongo;;
2018-12-12;VINSI;debug DRM;1,5;TMA
2018-12-12;IVSO;arbre produit;1,5;TMA
2018-12-12;DeclarVins;Liste editeurs;2,5;TMA
2018-12-12;DeclarVins;EDI IVSE;1,5;TMA
2018-12-12;DeclarVins;Assistance / Demandes;1;TMA
2018-12-12;CNIV;Accompagnement CIVCorse;1;TMA
2018-12-12;Aurouze;Assistance / Demandes Facture;0,5;TMA
2018-12-12;24eme;mail;3;interne
2018-12-11;VINSI;Assistance / Demandes DRM CIEL + Regime CRD;3;TMA
2018-12-11;IVBD;Bug creation societe / Assistance DRM CIEL;2;TMA
2018-12-11;CIVA;Fermeture + changement date validation DR;1,5;TMA
2018-12-11;AVA;Assistance / Demandes DRev;0,5;TMA
2018-12-11;24eme;myRBNB;7;Absent
2018-12-10;VINSI;debug DRM;2;TMA
2018-12-10;IVBD;drm a retransmettre;1;TMA
2018-12-10;24eme;TM;3;TM
2018-12-10;24eme;Temps / Gildas / Tactical;7;
2018-12-07;VINSI;debug DRM;3;TMA
2018-12-07;IVSO;gestion DRM;1,5;TMA
2018-12-07;IVBD;drm a retransmettre;1,5;Stats
2018-12-07;IR;DAE Refactorisation DTI+;3;DAE
2018-12-07;DeclarVins;Bouton retransmission CIEL;3;TMA
2018-12-07;DeclarVins;Assistance DRM;1;TMA
2018-12-06;VINSI;debug DRM;2;TMA
2018-12-06;ODGRhone;reassignement des tag abonnement ;1;TMA
2018-12-06;IVBD;drm a retransmettre;1,5;Stats
2018-12-06;24eme;Sortie Scolaire;2;OSS
2018-12-06;24eme;Jour off;7;
2018-12-05;VINSI;debug DRM;2;TMA
2018-12-05;ODGRhone;retrait tag abonnement ;2;TMA
2018-12-05;ODGRhone;reprise des volume si pas d acheteur ;2,5;TMA
2018-12-05;IR;DAE Refactorisation DTI+;5;DAE
2018-12-05;BIVC;Assistance DRM;1,5;TMA
2018-12-04;VINSI;VCI configurations et debug DRM;3,5;TMA
2018-12-04;VINSI;Assistance DRM;2;TMA
2018-12-04;IVSO;ouverture compte gestion drm et xml;1,5;TMA
2018-12-04;DeclarVins;Masque CVO nego-viti;1;TMA
2018-12-04;DeclarVins;Assistance DRM;1,5;TMA
2018-12-04;DeclarVins;Assistance contrat inscription;1;TMA
2018-12-04;CNIV;Accompagnement CIVCorse;1;TMA
2018-12-04;CIVA;Correctifs convention;0,5;TMA
2018-12-04;BIVC;relevé de non apurement qui peut ne pas avoir de num accise destinataire;1;TMA
2018-12-03;VINSI;VCI configurations;2;TMA
2018-12-03;VINSI;Assistance regime CRD;0,5;TMA
2018-12-03;IVBD;statistique contrats;5;Stats
2018-12-03;DeclarVins;Numero d'EA autocomplete;1,5;TMA
2018-12-03;DeclarVins;Notice convention ciel;4;TMA
2018-12-03;DeclarVins;Assistance DRM;1;TMA
2018-11-30;VINSI;probleme compte et DRM;1;TMA
2018-11-30;VINSI;Intervention DRM;3,5;TMA
2018-11-30;VINSI;Direction technique;0,5;TMA DT
2018-11-30;Pythagore;Formation GIT;14;Formation
2018-11-30;Prodimmo;Report24 et monactivité;10,5;Outils internes
2018-11-30;Prodimmo;Report 24;0,25;Outils internes
2018-11-30;Prodimmo;Dév;17,5;PSA
2018-11-30;Prodimmo;Dév;1,25;PSA
2018-11-30;ODGRhone;Probleme mauvais mail;2,5;TMA
2018-11-30;ODGRhone;Direction technique;7;TMA DT
2018-11-30;ODGProvence;DRev, récupération DR, CAS;10,5;Lot 3
2018-11-30;IVBD;statistique;7;Stats
2018-11-30;Eurocontrol;Formation et brainstorming préparation et restitution DT;28;Formation et Brainstorming
2018-11-30;Eurocontrol;Dév DT;10,5;Scripts et Support
2018-11-30;Eurocontrol;Brainstorming Facilitateur;7;Formation et Brainstorming
2018-11-30;Eurocontrol;Brainstorming et formations;28;Formation et Brainstorming
2018-11-30;DeclarVins;Extraction Chateauneuf du pape;1,5;TMA
2018-11-30;DeclarVins;Assistance DRM;1;TMA
2018-11-30;CNIV;IPSec;0,5;MigrationLS
2018-11-30;CNIV;Divers admyn sys;0,5;TMA
2018-11-30;CNIV;Direction technique;0,5;TMA DT
2018-11-30;CNIV;Bilan - interruption de service;7;TMA
2018-11-30;CIVA;Export DB2 DRM, Corrections DR, Corrections DRM;38,5;TMA
2018-11-30;CIVA;Direction technique;0,5;TMA DT
2018-11-30;CIVA;Assistance convention a probleme;1,5;TMA
2018-11-30;AVA;Direction technique;3,5;TMA DT
2018-11-30;AVA;Correction VCI DRev et Registre;14;VCI
2018-11-30;AVA;Correction DRev;3,5;TMA
2018-11-30;Aurouze;gestion reglements;1;TMA
2018-11-29;IVBD;statistique;7;Stats
2018-11-29;24eme;Jour off;7;
2018-11-28;Prodimmo;Dev;5;PSA
2018-11-28;Aurouze;Creation technicien mobile;1,5;TMA
2018-11-27;Prodimmo; dév;6;PSA
2018-11-27;Prodimmo;Dev;3;PSA
2018-11-27;IR;DAE evolutions et correctifs;1;DAE
2018-11-27;IR;DAE EDI;3;DAE
2018-11-27;Aurouze;transferts contrats;1;TMA
2018-11-26;VINSI;Loire pdf relances et autres configurations;2;TMA
2018-11-26;IVBD;statistique requetes;5;Stats
2018-11-26;IR;DAE evolutions et correctifs;3;DAE
2018-11-26;DeclarVins;Etat des lieux DRM CIVP;1;TMA
2018-11-26;DeclarVins;Bouton connexion a un declarant;1,5;TMA
2018-11-26;DeclarVins;Assistance editeurs logiciel tiers;1;TMA
2018-11-26;DeclarVins;Assistance DRM;0,5;TMA
2018-11-23;IVBD;debug elk;4;Stats
2018-11-23;IR;DAE optimisation import dti+;5,5;DAE
2018-11-23;CNIV;Accompagnement CIVCorse;0,5;TMA
2018-11-23;CIVA;compte et login;0,5;TMA
2018-11-22;IVBD;statistique en couleur ms a jour elk;7;Stats
2018-11-22;DeclarVins;Assistance DRM;1,5;TMA
2018-11-22;CIVA;Mise a jour raison social pour convention;0,5;TMA
2018-11-22;Aurouze;gestion pour migration serveur avec Franck;1;TMA
2018-11-22;24eme;Contrat Gabriel;2,5;
2018-11-22;24eme;Avocat Hubside;1;
2018-11-21;ODGProvence;problème de mail;2;TMA
2018-11-21;DeclarVins;Assistance IGP MED Rose / Vermentino;2;TMA
2018-11-21;DeclarVins;Assistance DRM;0,5;TMA
2018-11-21;DeclarVins;Assistance contrat inscription;0,5;TMA
2018-11-21;CNIV;Accompagnement CIVCorse;1;TMA
2018-11-21;24eme;Sillage;0,5;
2018-11-21;24eme;RDV Pascal CIB;2,5;
2018-11-20;VINSI;Loire transmission DRM;2;TMA
2018-11-20;VINSI;debug relance et alertes;2;TMA
2018-11-20;24eme;Compta;;
2018-11-19;VINSI;Loire TMA debug relance et alertes;3;TMA
2018-11-19;IVBD;contrats;0,5;TMA
2018-11-19;DeclarVins;Probleme DeclaViti;1,5;TMA
2018-11-19;DeclarVins;Assistance DRM;0,5;TMA
2018-11-19;CIVA;Mise a jour template convention Ciel;4,5;TMA
2018-11-16;Prodimmo;report 24;3;Outils internes
2018-11-16;IR;DAE optimisations et corrections;2;DAE
2018-11-16;DeclarVins;Demandes DRM;1,5;TMA
2018-11-16;24eme;Tactical Meeting;3;24eme
2018-11-16;24eme;Tactical;;
2018-11-15;VINSI;Loire TMA drm;2,5;TMA
2018-11-15;IVBD;contacts suspendus;1;TMA
2018-11-15;AVA;DRev VCI;4,5;VCI
2018-11-15;24eme;Malade;;
2018-11-14;VINSI;Loire TMA drm;1,5;TMA
2018-11-14;IVSO;retrait du cumul de la sortie manipulationssoutirages;1,5;TMA
2018-11-14;CIVA; retrait du cumul de la sortie manipulationssoutirages;1,5;TMA
2018-11-14;AVA;DRev VCI;5;VCI
2018-11-14;24eme;Rdv Brice A. Morning;2;
2018-11-14;24eme;Brice Amato;1;24eme
2018-11-13;VINSI;Probleme libelles fiscaux alcools;1,5;TMA
2018-11-13;ODGProvence;point aide et wording;2;Lot 3
2018-11-13;CIVA; Debug des DRM;3;TMA
2018-11-13;CIVA;Correction bugs DRM;2,5;TMA
2018-11-13;AVA;DRev VCI;1;VCI
2018-11-13;24eme;entretient;2,5;24eme
2018-11-13;24eme;Entretien Nathanael;2;
2018-11-12;ODGProvence;ouverture DREV gestion du bio;7;Lot 3
2018-11-12;DeclarVins;Correction Convention Ciel / Fiche profil;1;TMA
2018-11-12;CNIV;Accompagnement CIVCorse;1;TMA
2018-11-12;AVA;DRev VCI;5;VCI
2018-11-09;IR;Evolution DAE;1;DAE
2018-11-09;DeclarVins;Assistance / Demandes;1;TMA
2018-11-09;CNIV;Accompagnement CIVCorse;0,5;TMA
2018-11-09;AVA;DRev VCI;3;VCI
2018-11-09;24eme;ordinateur achat;2,5;24eme
2018-11-09;24eme;Call Avocat;;
2018-11-08;VINSI;Loire TMA drm;1,5;TMA
2018-11-08;ODGRhone;Assistance / Demandes DRev;1;TMA
2018-11-08;DeclarVins;Assistance / Demandes;1;TMA
2018-11-08;BIVC;gestion de DRM et Facturation;1;TMA
2018-11-08;AVA;DRev VCI;5;VCI
2018-11-07;DeclarVins;Assistance / Demandes;2;TMA
2018-11-07;CNIV;gestion claranet;0,5;TMA
2018-11-07;AVA;DRev VCI;3;VCI
2018-11-07;Aurouze;gestion reglements;3;TMA
2018-11-07;24eme;Report24 filtres;;
2018-11-06;ODGProvence;import VCI repartition et creation des inconnu;7;Lot 3
2018-11-06;IVBD;Assistance / Demandes;0,5;TMA
2018-11-06;DeclarVins;Assistance / Demandes;1;TMA
2018-11-06;CNIV;gestion claranet;1;TMA
2018-11-06;AVA;DRev VCI;4;VCI
2018-11-05;VINSI;Loire TMA drm;3,5;TMA
2018-11-05;DeclarVins;Gestion stockage / hhebergement;5;TMA
2018-11-05;DeclarVins;Assistance / Demandes;1;TMA
2018-11-05;CNIV;gestion claranet;1;TMA
2018-11-02;24eme;vacances;7;24eme
2018-10-31;VINSI;Export bi short et filtre Igp;2;TMA
2018-10-31;VINSI;Corrections DRM;10,5;TMA
2018-10-31;Pythagore;Formation Apache;21;Formation
2018-10-31;Prodimmo;Report 24 et Mon activité;7;Outils internes
2018-10-31;ODGRhone;Tâche import des demandes en cours;14;DI
2018-10-31;ODGProvence;2 jours DRev/DR/SV11/SV12, 0,5 réunion;17,5;Lot 3
2018-10-31;IVSO;Mise à disposition Cahors et corrections de DRM;3,5;TMA
2018-10-31;IVBD;Corrections des noeuds CRD pour préparation à l'édition de stats, Correction DRM Bordeaux;3,5;TMA
2018-10-31;DeclarVins;Assistance / Demandes;2;TMA
2018-10-31;CIVA;DS: Export BI, DB2 et XML, Maj Tiers - DRM: EDI, corrections, export DB2 - DR: Ouverture et adaption 2018, Jus de raisin;56;TMA
2018-10-31;BIVC;Corrections sur les DRM;3,5;TMA
2018-10-31;AVA;"Corrections export constats, Modifications de constats, Saisie mobile bug dans la saisie du "".""";10,5;TMA
2018-10-31;24eme;Facturation et Entretiens;7;24eme
2018-10-31;24eme;Entretient;4;24eme
2018-10-31;24eme;Entretiens Jerome / Gabriel;;
2018-10-30;DeclarVins;Gestion serveur / espace;5;TMA
2018-10-30;24eme;malade;7;24eme
2018-10-29;ODGProvence;Popup bio et gestion import;7;Lot 3
2018-10-29;DeclarVins;Assistance / Demandes;4;TMA
2018-10-26;ODGProvence;Debug;7;Lot 3
2018-10-26;IR;Evolution DAE;2;DAE
2018-10-26;DeclarVins;Assistance / Demandes;4;TMA
2018-10-26;Aurouze;Pb reglement / vir sepa;1;TMA
2018-10-25;VINSI;Export bi et DRM debug;4,5;TMA
2018-10-25;Prodimmo;Report 24;4;Outils internes
2018-10-25;Prodimmo;report24;3,5;Outils internes
2018-10-25;24eme;Entretien Jerome;;
2018-10-24;ODGProvence;reunion provence;7;Lot 3
2018-10-24;ODGProvence;Réunion;7;Lot 3
2018-10-24;CNIV;communication IP;0,5;TMA
2018-10-23;ODGProvence;L05/L15;4;Lot 3
2018-10-23;ODGProvence;inversion l15 et l5;3,5;Lot 3
2018-10-23;CNIV;nouvelles IP;1,5;TMA
2018-10-23;Aurouze;adaptation pour les prelevements;3,5;TMA
2018-10-23;24eme;IVSO budget nextcloud;1,5;
2018-10-22;IR;Evolution DAE;1;DAE
2018-10-22;DeclarVins;Assistance / Demandes;3,5;TMA
2018-10-22;CNIV;Tests IP;0,5;TMA
2018-10-22;CIVA;Fermeture DR;0,5;TMA
2018-10-22;AVA;Point DRev VCI;0,5;TMA
2018-10-22;AVA;debug de tournee;0,25;TMA
2018-10-22;Aurouze;import donnee;3;TueNet
2018-10-19;IVSO;probleme depot France Agrimer;0,5;TMA
2018-10-19;DeclarVins;Assistance / Demandes;2;TMA
2018-10-19;CNIV;Tests IP;0,5;TMA
2018-10-19;CNIV;Accompagnement CIVCorse;0,5;TMA
2018-10-19;BIVC;gestion de DRM;1;TMA
2018-10-19;24eme;Entretient;3;24eme
2018-10-19;24eme;Entretien;;
2018-10-18;VINSI;transmission douane;1;TMA
2018-10-18;IR;Evolution DAE;2;DAE
2018-10-18;DeclarVins;Assistance / Demandes;2;TMA
2018-10-18;CNIV;Accompagnement CIVCorse;0,5;TMA
2018-10-18;Aurouze;Import tue net;7;TueNet
2018-10-17;IR;Evolution DAE;3;DAE
2018-10-17;DeclarVins;Assistance / Demandes;3;TMA
2018-10-17;CNIV;Accompagnement CIVCorse;1;TMA
2018-10-17;Aurouze;Import tue net;7;TueNet
2018-10-16;ODGProvence;mis a jour des contacts;3,5;Lot 3
2018-10-16;IR;Evolution DAE;3;DAE
2018-10-16;DeclarVins;Assistance / Demandes;4;TMA
2018-10-16;24eme;reinstall ordinateur;3;24eme
2018-10-15;VINSI;mis a jour de la configuration produit champagne;1;TMA
2018-10-15;DeclarVins;Assistance / Demandes;1;TMA
2018-10-15;24eme;reinstall ordinateur;6;24eme
2018-10-12;VINSI;mis a jour de la configuration produit;1;TMA
2018-10-12;Aurouze;adaptation du template de facture;1;Prélèvement
2018-10-12;24eme;Tactical meeting et Facturation;4;24eme
2018-10-12;24eme;Facturation / Entretien / Tactical;7;
2018-10-11;DeclarVins;Assistance / Demandes;3;TMA
2018-10-11;AVA;debug de tournee;1,5;TMA
2018-10-11;24eme;Temps;3;
2018-10-10;VINSI;renforcement et debug du retour douane;2;TMA
2018-10-10;Pythagore;Formation MongoDB;7;Forfait
2018-10-10;ODGProvence;ouverture DREV et mis a jour contacts;2,5;Lot 3
2018-10-10;BIVC;Retour XML mal formatte douane;2,5;TMA
2018-10-09;Pythagore;Formation MongoDB;7;Forfait
2018-10-09;IVSO;Reecriture des contrats CVG et reparation France Agrimer;2;TMA
2018-10-09;DeclarVins;Assistance / Demandes;2;TMA
2018-10-09;Aurouze;prelevement banque;1;Prélèvement
2018-10-08;VINSI;debug DRM;1;TMA
2018-10-08;Pythagore;Formation MongoDB;7;Forfait
2018-10-08;ODGProvence;exports AVPI;5;Lot 3
2018-10-08;IVSO;Debug de DRM;1;TMA
2018-10-05;24eme;RDV CDGS;7;
2018-10-05;24eme;avant vente CDGS;2;avant vente
2018-10-04;VINSI;Assistance / Demandes;1;TMA
2018-10-04;IVBD;reunion statistique;7;Réunion
2018-10-04;24eme;Enrichissement formationmongodb;5;
2018-10-03;VINSI;debug DRM;1;TMA
2018-10-03;IVBD;Statistiques Tangui;14;Stats
2018-10-03;IVBD;Statistiques;6;Stats
2018-10-03;IVBD;deploiement statistique;5;Stats
2018-10-03;24eme;RDV LP;3;
2018-10-03;24eme;avant vente langues plurielles;2;avant vente
2018-10-02;VINSI;bug de reprise produit depuis les DS negoce seulement;1,5;TMA
2018-10-02;IVSO;Assistance / Demandes ElasticSearch;1,5;TMA
2018-10-02;IVSO;ansible crd et crds sans point;2,5;TMA
2018-10-02;IVBD;ansible crd et crds sans point;2,5;TMA
2018-10-02;DeclarVins;Assistance / Demandes;4;TMA
2018-10-02;24eme;RDV laureat.fr;2;
2018-10-02;24eme;avant vente lauerat fr;2;avant vente
2018-10-01;IVBD;deploiement statistique;7;Stats
2018-10-01;DeclarVins;Assistance / Demandes;4;TMA
2018-10-01;24eme;PreRDV laureat.fr;2;
2018-09-30;VINSI;TMA DRM;3,5;TMA
2018-09-30;Prodimmo;Réunion;3,5;PSA
2018-09-30;Prodimmo;Dév;17,5;PSA
2018-09-30;ODGRhone;Export csv des demandes d'habilitation;7;DI
2018-09-30;IVBD;Export DRM Bordeaux;2;TMA
2018-09-30;CIVA;TMA DRM (Corrections, PDF, EDI);14;TMA
2018-09-30;CIVA;Réunion;3,5;Réunion
2018-09-30;CIVA;Export DB2 DRM;10,5;TMA
2018-09-30;CIVA;DS Stats et export bi;7;TMA
2018-09-30;BIVC;Mise à jour de la CVO;2;TMA
2018-09-30;AVA;Réunion;7;Réunion
2018-09-30;AVA;Corrections : Facturations, constats et export registre vci;7;TMA
2018-09-30;Aurouze;Réunion paiement;3,5;Réunion
2018-09-30;24eme;Offre d'emploi;7;24eme
2018-09-30;24eme;Facturation et tactical;7;24eme
2018-09-28;Prodimmo;dev;4,5;PSA
2018-09-28;IR;Evolution DAE;7;DAE
2018-09-28;24eme;ajustement de Ansible;1,5;Ansible
2018-09-27;VINSI;debug de DRM;1;TMA
2018-09-27;ODGProvence;choix de produit dans drev avec denom;4;Lot 3
2018-09-27;IR;Evolution DAE;5;DAE
2018-09-27;24eme;Pti Dej CNIV;2;
2018-09-27;24eme;petit dejeune;2;24eme
2018-09-26;IVSO;autosiganture des contrats internes;2;TMA
2018-09-26;Giilda;reparation des tests pour tous;5;GIILDA
2018-09-26;24eme;Off;;
2018-09-25;VINSI; Changement de logo dans les pdfs;3,5;TMA
2018-09-25;Prodimmo;Dev;7;PSA
